0.300,2.135030e-03,1.020060e-03
0.400,8.561020e-02,8.754620e-03
0.500,3.262400e-01,6.840790e-03
0.600,4.242110e-01,2.697990e-03
0.700,4.318120e-01,3.263640e-03
0.800,4.448500e-01,2.493350e-03
0.900,4.385290e-01,2.250440e-03
1.000,4.206780e-01,1.565070e-03
1.100,3.981420e-01,1.068560e-03
1.200,3.682990e-01,1.332060e-03
1.300,3.438710e-01,8.043700e-04
1.400,3.163010e-01,7.663240e-04
1.500,2.936140e-01,9.885290e-04
1.600,2.707510e-01,6.110490e-04
1.700,2.483680e-01,6.624920e-04
1.800,2.290270e-01,4.761960e-04
1.900,2.128350e-01,6.273640e-04
2.000,1.970270e-01,5.178040e-04
