0.300,9.999680e-01,1.677340e-05
0.400,9.610200e-01,2.183530e-02
0.500,9.017840e-01,1.212140e-02
0.600,7.072380e-01,1.634720e-02
0.700,4.449320e-01,7.598130e-03
0.800,2.876630e-01,5.885320e-03
0.900,1.964840e-01,5.303560e-03
1.000,1.467090e-01,4.117170e-03
1.100,1.103310e-01,3.327040e-03
1.200,9.028520e-02,2.511150e-03
1.300,7.353530e-02,1.728620e-03
1.400,6.103400e-02,1.553960e-03
1.500,5.164040e-02,1.262290e-03
1.600,4.433880e-02,1.352510e-03
1.700,3.951930e-02,1.103440e-03
1.800,3.480300e-02,9.781920e-04
1.900,3.086420e-02,1.112600e-03
2.000,2.754220e-02,1.123400e-03
