0.300,1.666160e+02,3.004850e-02
0.400,1.214090e+02,4.779690e-01
0.500,7.902270e+01,8.201570e-01
0.600,4.394580e+01,6.408920e-01
0.700,2.451310e+01,3.426510e-01
0.800,1.540880e+01,1.427230e-01
0.900,1.038830e+01,9.543800e-02
1.000,7.476580e+00,4.852080e-02
1.100,5.609430e+00,3.170760e-02
1.200,4.428660e+00,2.530470e-02
1.300,3.544090e+00,1.620090e-02
1.400,2.926550e+00,1.286050e-02
1.500,2.528740e+00,1.036020e-02
1.600,2.176470e+00,8.065340e-03
1.700,1.898000e+00,5.794790e-03
1.800,1.683770e+00,6.223370e-03
1.900,1.508810e+00,6.031140e-03
2.000,1.359520e+00,4.495100e-03
