0.300,-9.999310e-01,3.005810e-05
0.400,-9.954410e-01,6.858850e-04
0.500,-9.715350e-01,1.008920e-03
0.600,-9.347750e-01,1.090140e-03
0.700,-8.914960e-01,7.586350e-04
0.800,-8.480450e-01,6.104930e-04
0.900,-8.046910e-01,4.677630e-04
1.000,-7.616750e-01,3.705690e-04
1.100,-7.213960e-01,4.043800e-04
1.200,-6.829040e-01,3.071920e-04
1.300,-6.469420e-01,4.276450e-04
1.400,-6.136290e-01,3.873060e-04
1.500,-5.825140e-01,3.482110e-04
1.600,-5.544980e-01,3.105700e-04
1.700,-5.283030e-01,2.858210e-04
1.800,-5.044210e-01,2.542250e-04
1.900,-4.824430e-01,2.313930e-04
2.000,-4.620350e-01,2.589520e-04
