# √⟨|r_N|²⟩    err
1	0
1.41264	0.00184377
1.73274	0.00260455
1.9994	0.00331335
2.23357	0.00415074
2.446	0.0041113
2.64232	0.00450503
2.82414	0.00508874
2.99631	0.00546
3.15692	0.00590583
3.31218	0.00603247
3.46109	0.00613078
3.60125	0.00639327
3.7354	0.0066738
3.86764	0.00748424
3.99344	0.00741405
4.11499	0.00739895
4.23284	0.00747822
4.35051	0.00762448
4.46215	0.00781505
4.57229	0.00752632
4.68144	0.00742522
4.78795	0.00767619
4.89331	0.00797994
4.9948	0.00841594
5.09213	0.00875946
5.18925	0.00880963
5.28656	0.00911445
5.37972	0.00903775
5.47245	0.00919246
5.56337	0.00929745
5.65336	0.00905249
5.73637	0.00915473
5.8203	0.00924792
5.90291	0.00989206
5.98846	0.00949916
6.06777	0.00943511
6.14798	0.00987829
6.23172	0.010382
6.3117	0.0107286
6.38788	0.0102752
6.46719	0.0102222
6.54223	0.0105292
6.61709	0.0103846
6.69304	0.0108524
6.76276	0.0109039
6.83423	0.0107986
6.90451	0.0110384
6.97614	0.0108927
7.0471	0.0113612
7.11585	0.0116549
7.18516	0.0113951
7.25544	0.0116022
7.32582	0.0114991
7.39185	0.0116536
7.45721	0.0117464
7.52361	0.0121068
7.58732	0.0121961
7.65306	0.0121404
7.71637	0.0123721
7.78167	0.0125847
7.845	0.012787
7.91118	0.0127511
7.977	0.0123775
8.04036	0.0120996
8.10466	0.012128
8.16428	0.0123855
8.22456	0.0127197
8.28594	0.0130052
8.34732	0.0131074
8.40659	0.0127252
8.46517	0.0130949
8.52184	0.0135054
8.5829	0.0135248
8.64221	0.0140033
8.69818	0.0140557
8.75504	0.0142555
8.81096	0.0149102
8.86658	0.0147706
8.92262	0.0146021
8.97887	0.0143797
9.03554	0.0149188
9.0896	0.0147496
9.14284	0.0149016
9.19566	0.0148654
9.24794	0.014493
9.30628	0.0142136
9.35869	0.014392
9.41297	0.0139094
9.46244	0.0140339
9.518	0.0140884
9.56894	0.0144872
9.62188	0.0143832
9.67255	0.0145026
9.72507	0.0150769
9.77775	0.0149926
9.82839	0.0149682
9.88035	0.0151003
9.93132	0.0154754
9.98086	0.0156231
