0.997939	0	0.232883	0
0.995551	0.00238771	0.234533	0.00165053
0.999441	0.00412719	0.233463	0.00143299
0.998845	0.00297865	0.233481	0.00101344
0.997112	0.00288568	0.233866	0.000874251
0.996302	0.00249151	0.234965	0.00131073
0.996009	0.00212596	0.235217	0.0011359
0.996393	0.00188084	0.234958	0.00101722
0.997339	0.00190912	0.234518	0.000998925
0.99732	0.00170767	0.234284	0.000923727
0.997836	0.0016287	0.23405	0.000867517
0.998193	0.00152892	0.233912	0.000803933
0.9978	0.00146019	0.234117	0.000767377
0.997973	0.0013629	0.233858	0.000756123
0.99813	0.00127845	0.234272	0.00081659
0.998726	0.00133601	0.234272	0.00076385
0.998576	0.00126381	0.234204	0.000720658
0.998803	0.00121284	0.234153	0.000681378
0.998685	0.00115329	0.234164	0.000644614
0.998404	0.00112944	0.234384	0.000649935
0.998268	0.00108291	0.234461	0.000622979
0.998362	0.00103677	0.234428	0.000594922
0.998825	0.00109355	0.234425	0.000568476
0.998641	0.00106306	0.234467	0.000545866
0.998352	0.00105987	0.234422	0.000525502
0.998493	0.00102806	0.234355	0.000509308
0.99805	0.00108396	0.234467	0.000502713
0.997745	0.00108812	0.234555	0.000492372
0.997718	0.00105028	0.234594	0.000476698
0.997742	0.00101493	0.234723	0.000478403
0.997782	0.000982476	0.234612	0.000475832
0.998017	0.000979903	0.234468	0.000482841
0.99828	0.000985372	0.234446	0.000468498
0.998418	0.000965891	0.234441	0.00045454
0.998607	0.000956812	0.234364	0.000447935
0.998491	0.000937124	0.23446	0.00044568
0.998406	0.000915371	0.234381	0.00044051
0.998454	0.000892262	0.234384	0.000428769
0.998335	0.000877192	0.234367	0.000417979
0.998411	0.000858359	0.234327	0.000409351
0.998388	0.000837476	0.234291	0.000400819
0.998333	0.000819183	0.234326	0.000392711
0.998397	0.000802483	0.23432	0.000383519
0.998608	0.000811915	0.234265	0.000378651
0.998417	0.000816382	0.234269	0.000370157
0.998493	0.000802075	0.234221	0.000365117
0.998694	0.000810183	0.234126	0.000369914
0.998939	0.000830054	0.234072	0.000366005
0.998986	0.000814314	0.234086	0.000358697
0.998944	0.000798984	0.234133	0.000354658
0.999085	0.000795846	0.234067	0.000353817
0.999057	0.000780891	0.234048	0.000347496
0.999088	0.000766607	0.234026	0.000341591
0.99927	0.000774044	0.233966	0.000340552
0.999188	0.000764253	0.234007	0.000336813
0.999151	0.00075139	0.234037	0.000332108
0.999185	0.000738874	0.233999	0.000328365
0.999174	0.000726108	0.234049	0.000326459
0.999141	0.000714439	0.234047	0.000320883
0.999187	0.00070393	0.234024	0.000316332
0.999276	0.00069803	0.234013	0.000311287
0.999346	0.000690238	0.233983	0.000307709
0.999437	0.00068516	0.233938	0.000306165
0.999465	0.000674961	0.23399	0.000305897
0.999547	0.000669565	0.234015	0.000302159
0.999557	0.000659422	0.233972	0.000300678
0.999608	0.000651436	0.233967	0.000296196
0.999519	0.000647819	0.23398	0.000292122
0.999568	0.000640176	0.233982	0.000287863
0.999467	0.000638906	0.233988	0.00028378
0.999461	0.000629876	0.233953	0.000282
0.99943	0.000621805	0.233949	0.000278083
0.999428	0.000613232	0.233924	0.000275377
0.999406	0.000605302	0.233936	0.000271884
0.999395	0.000597268	0.23396	0.00026937
0.999389	0.000589392	0.233986	0.000267008
0.99941	0.00058206	0.233991	0.000263576
0.999453	0.000576211	0.233962	0.000261827
0.999531	0.000574079	0.233933	0.000260134
0.999515	0.000567072	0.233939	0.000256952
0.999514	0.000560028	0.233899	0.000256912
0.999582	0.000557346	0.233869	0.000255561
0.999629	0.00055259	0.23386	0.000252628
0.999696	0.00055011	0.233821	0.000252534
0.999773	0.000549	0.233811	0.000249776
0.99982	0.000544619	0.233832	0.000247797
0.999777	0.000540038	0.233812	0.00024574
0.999754	0.000534395	0.233832	0.000243689
0.999736	0.00052864	0.233871	0.000244115
0.999798	0.000526396	0.233868	0.000241409
0.999692	0.000531306	0.233879	0.000238985
0.999681	0.000525612	0.233923	0.00024049
0.999749	0.000524367	0.233868	0.000244026
0.999736	0.000518928	0.233865	0.000241446
0.99971	0.000514077	0.233857	0.000239008
0.999614	0.000517719	0.233872	0.00023698
0.999664	0.000514811	0.233883	0.000234771
0.999654	0.000509631	0.233879	0.000232391
0.999695	0.000506138	0.233849	0.000232037
0.99971	0.000501266	0.233851	0.000229712
