# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
1	422.888	502.615
2	416.695	476.793
3	408.306	452.502
4	402.423	433.496
5	393.683	423.017
6	390.122	414.144
7	381.869	405.702
8	378.104	399.337
9	369.123	393.467
10	358.666	386.657
11	353.484	379.522
12	350.026	372.781
13	339.758	366.201
14	335.26	361.346
15	333.263	354.999
16	326.644	348.477
17	324.699	342.038
18	320.288	337.213
19	315.87	333.122
20	314.009	328.843
21	311.33	324.494
22	308.15	321.541
23	307.575	318.184
24	302.12	315.267
25	299.274	312.505
26	297.042	310.025
27	294.12	307.21
28	291.297	304.879
29	287.923	302.881
30	284.184	301.49
31	280.393	298.71
32	279.565	296.932
33	277.369	295.251
34	273.011	292.414
35	271.782	288.7
36	269.941	285.847
37	268.342	283.06
38	263.74	280.51
39	257.825	277.679
40	253.222	274.44
41	248.674	270.363
42	247.307	266.223
43	247.307	261.013
44	244.399	255.789
45	243.117	252.832
46	242.225	250.563
47	241.403	248.109
48	240.495	247.212
49	238.064	245.901
50	236.433	244.013
51	233.906	242.019
52	228.204	240.111
53	226.36	238.304
54	224.78	235.491
55	219.478	232.35
56	219.478	229.752
57	216.8	227.678
58	214.861	225.845
59	212.518	224.654
60	211.101	222.795
61	209.061	221.565
62	209.061	218.533
63	207.453	216.088
64	203.996	214.021
65	202.566	211.566
66	199.988	209.058
67	198.558	206.697
68	198.275	205.043
69	197.141	202.655
70	194.055	200.378
71	191.042	198.987
72	190.596	197.487
73	188.393	195.602
74	186.715	194.008
75	184.916	192.833
76	184.607	192.21
77	183.36	190.939
78	182.722	189.537
79	181.476	188.406
80	180.601	187.259
81	180.19	186.099
82	179.274	184.636
83	178.176	182.98
84	176.727	181.277
85	176.316	180.001
86	176.316	178.993
87	175.06	177.975
88	175.06	177.188
89	170.959	177.134
90	167.592	176.802
91	167.592	175.581
92	166.815	173.732
93	165.22	172.34
94	164.667	170.964
95	162.837	170.09
96	162.837	168.774
97	162.819	167.475
98	162.496	167.061
99	162.425	165.579
100	159.869	165.027
101	157.97	164.661
102	150.592	164.399
103	150.592	164.221
104	150.592	164.337
105	150.592	166.777
106	150.592	165.41
107	150.592	164.411
108	150.592	160.195
109	149.261	155.085
110	147.797	153.139
111	147.567	151.203
112	147.567	150.266
113	145.751	148.777
114	145.422	148.122
115	145.21	147.016
116	143.327	146.436
117	143.542	146.225
118	142.786	145.686
119	142.786	144.948
120	142.686	144.365
121	142.257	143.896
122	141.161	143.264
123	141.062	142.729
124	141.006	142.165
125	139.778	142.003
126	139.485	141.692
127	138.959	141.004
128	138.959	140.565
129	137.283	140.134
130	137.283	139.643
131	136.903	139.2
132	134.9	138.695
133	133.328	138.049
134	133.328	137.673
135	132.734	137.166
136	132.734	136.09
137	132.354	134.879
138	131.601	134.017
139	130.838	133.07
140	130.608	132.599
141	129.475	132.059
142	128.904	131.552
143	128.785	130.918
144	128.23	130.585
145	126.959	129.936
146	126.959	129.699
147	126.959	128.895
148	126.564	128.496
149	126.564	127.883
150	126.211	127.413
151	125.346	127.271
152	125.346	127.294
153	124.991	127.274
154	124.991	127.217
155	124.897	126.782
156	124.732	126.157
157	124.378	125.589
158	124.321	125.166
159	123.995	124.978
160	123.979	124.658
161	123.595	124.467
