# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
1	447.834	505.09
2	431.905	485.575
3	418.683	465.759
4	411.867	450.794
5	403.983	438.871
6	398.032	427.774
7	388.071	419.531
8	378.777	412.121
9	377.303	404.497
10	374.182	397.302
11	369.692	388.783
12	366.189	381.599
13	354.835	377.47
14	351.567	372.892
15	345.893	367.471
16	339.578	361.57
17	326.299	355.755
18	326.042	349.828
19	310.667	343.509
20	312.478	336.774
21	308.68	331.196
22	302.566	325.378
23	302.064	321.462
24	296.549	316.185
25	295.236	312.435
26	292.481	308.391
27	292.47	303.748
28	287.918	300.119
29	282.953	298.19
30	280.646	296.89
31	280.097	295.277
32	279.592	292.978
33	276.807	290.906
34	275.068	288.822
35	269.508	284.771
36	266.283	281.746
37	263.185	278.114
38	258.584	273.717
39	257.403	269.692
40	256.95	266.204
41	254.718	263.545
42	250.687	260.944
43	248.054	258.409
44	246.704	256.742
45	238.648	255.122
46	235.268	252.341
47	231.907	248.135
48	228.503	244.584
49	228.503	240.548
50	225.32	238.097
51	220.607	235.768
52	220.607	232.684
53	212.918	229.12
54	212.918	224.894
55	212.918	220.509
56	212.129	217.3
57	210.38	214.895
58	209.865	213.604
59	209.385	212.63
60	205.51	211.681
61	204.506	210.907
62	204.506	210.244
63	202.889	209.451
64	200.276	207.407
65	199.272	205.642
66	196.648	204.217
67	195.222	202.439
68	193.822	200.219
69	186.525	197.354
70	186.525	195.102
71	184.853	192.348
72	184.336	189.5
73	184.014	187.478
74	183.222	186.1
75	182.591	185.162
76	181.485	184.271
77	177.436	183.746
78	176.919	183.062
79	176.195	182.798
80	175.375	181.829
81	173.932	180.516
82	172.367	179.545
83	169.619	178.09
84	169.619	176.837
85	168.449	175.912
86	167.357	174.976
87	166.883	173.399
88	165.784	171.95
89	164.938	169.937
90	164.938	168.696
91	164.064	167.456
92	164.064	166.471
93	161.76	165.603
94	158.846	164.91
95	158.846	164.207
96	158.576	163.449
97	158.463	162.5
98	158.463	161.006
99	157.425	159.646
100	152.234	158.736
101	152.234	157.315
102	151.756	155.681
103	150.882	154.038
104	150.573	153.06
105	147.221	152.218
106	146.363	151.674
107	146.147	151.522
108	146.147	151.361
109	144.36	150.017
110	144.36	148.729
111	144.36	147.22
112	143.347	146.135
113	142.822	145.553
114	140.881	144.841
115	140.881	144.206
116	140.022	143.352
117	139.793	142.311
118	139.793	141.395
119	139.783	140.939
120	138.826	140.539
121	136.973	140.836
122	136.973	141.488
123	136.973	141.709
124	136.973	142.973
125	136.239	145.439
126	135.336	146.279
127	135.336	146.894
