# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
712	68.1951	68.1951
713	68.1951	68.1951
714	68.1951	68.1951
715	68.1951	68.1951
716	68.1951	68.1951
717	68.1951	68.1951
718	68.1951	68.1951
719	68.1951	68.1951
720	68.1951	68.1951
721	68.1951	68.1951
722	68.1951	68.1951
723	68.1951	68.1951
724	67.5802	68.1939
725	67.5802	68.1525
726	67.5802	68.0529
727	67.5802	67.906
728	67.5802	67.7578
729	67.5802	67.7516
730	67.5802	69.1362
731	67.5802	71.0718
732	67.5802	71.8681
733	67.5802	73.3869
734	67.5802	73.2951
735	67.5802	72.0942
736	67.5802	71.7764
737	67.5802	70.187
738	67.5802	69.559
739	67.5802	68.7856
740	67.5802	67.9083
741	67.5802	67.6814
742	67.5802	67.5802
743	67.5802	67.5802
744	67.5802	67.5802
745	67.5802	67.5802
746	67.5802	67.5802
747	67.5802	67.5802
748	67.5802	67.5802
749	67.5802	67.5802
750	67.5802	67.5802
751	67.5802	67.5802
752	67.5802	67.5802
753	67.5802	67.5802
754	67.5802	67.5802
755	67.5802	67.5802
756	67.5802	67.5802
757	67.5802	67.5802
758	67.5802	67.5802
759	67.5802	67.5802
760	67.5802	67.5802
761	67.5802	67.5802
762	67.5802	67.5802
763	67.5802	67.5802
764	67.5802	67.5802
765	67.5802	67.5802
766	67.5802	67.5802
767	67.5802	67.5802
768	67.5802	67.5802
769	67.5802	67.5802
770	67.5802	67.5802
771	67.5802	67.5802
772	67.5802	67.5802
773	67.5802	67.5802
774	67.5802	67.5802
775	67.5802	67.5802
776	67.5802	67.5802
777	67.5802	67.5802
778	67.5802	67.5802
779	67.5802	67.5802
780	67.5802	67.5802
781	67.5802	67.5802
782	67.5802	67.5802
783	67.5802	67.5802
784	67.5802	67.5802
785	67.5802	67.5802
786	67.5802	67.5802
787	67.5802	67.5802
788	67.5802	67.5802
789	67.5802	67.5802
790	67.5802	67.5802
791	67.5802	67.5802
792	67.5802	67.5802
793	67.5802	67.5802
794	67.5802	67.5802
795	67.5802	67.5802
796	67.5802	67.5802
797	67.5802	67.5802
798	67.5802	67.5802
799	67.5802	67.5802
800	67.5802	67.5802
801	67.5802	67.5802
802	67.5802	67.5802
803	67.5802	67.5802
804	67.5802	67.5802
805	67.5802	67.5802
806	67.5802	67.5802
807	67.5802	67.5802
808	67.5802	67.5802
809	67.5802	67.5802
810	67.5802	67.5802
811	67.5802	67.5802
812	67.5802	67.5802
813	67.5802	67.5802
814	67.5802	67.5802
815	67.5802	67.5802
816	67.5802	67.5802
817	67.5802	67.5802
818	67.5802	67.5802
819	67.5802	67.5802
820	67.5802	67.5802
821	67.5802	67.5802
822	67.5802	67.5802
823	67.5802	67.5802
824	67.5802	67.5802
825	67.5802	67.5802
826	67.5802	67.5802
827	67.5802	67.5802
828	67.5802	67.5802
829	67.5802	67.5802
830	67.5802	67.5802
831	67.5802	67.5802
832	67.5802	67.5802
833	67.5802	67.5802
834	67.5802	67.5802
835	67.5802	67.5802
836	67.5802	67.5802
837	67.5802	67.5802
838	67.5802	67.5802
839	67.5802	67.5802
840	67.5802	67.5802
841	67.5802	67.5802
842	67.5802	67.5802
843	67.5802	67.5802
844	67.5802	67.5802
845	67.5802	67.5802
846	67.5802	67.5802
847	67.5802	67.5802
848	67.5802	67.5802
849	67.5802	67.5802
850	67.5802	67.5802
851	67.5802	67.5802
852	67.5802	67.5802
853	67.5802	67.5802
854	67.5802	67.5802
855	67.5802	67.5802
856	67.5802	67.5802
857	67.5802	67.5802
858	67.5802	67.5802
859	67.5802	67.5802
860	67.5802	67.5802
861	67.5802	67.5802
862	67.5802	67.5802
863	67.5802	67.5802
864	67.5802	67.5802
865	67.5802	67.5802
866	67.5802	67.5802
867	67.5802	67.5802
868	67.5802	67.5802
869	67.5802	67.5802
870	67.5802	67.5802
871	67.5802	67.5802
872	67.5802	67.5802
873	67.5802	67.5802
874	67.5802	67.5802
875	67.5802	67.5802
876	67.5802	67.5802
877	67.5802	67.5802
878	67.5802	67.5802
879	67.5802	67.5802
880	67.5802	67.5802
881	67.5802	67.5802
882	67.5802	67.5802
883	67.5802	67.5802
884	67.5802	67.5802
885	67.5802	67.5802
886	67.5802	67.5802
887	67.5802	67.5802
888	67.5802	67.5802
889	67.5802	67.5802
890	67.5802	67.5802
891	67.5802	67.5802
892	67.5802	67.5802
893	67.5802	67.5802
894	67.5802	67.5802
895	67.5802	67.5802
896	67.5802	67.5802
897	67.5802	67.5802
898	67.5802	67.5802
899	67.5802	67.5802
900	67.5802	67.5802
901	67.5802	67.5802
902	66.8303	67.5796
903	66.8303	68.2677
904	66.8303	70.2865
905	66.8303	71.2094
906	66.8303	72.8204
907	66.8303	73.3229
908	66.8303	74.8404
909	66.8303	73.9818
910	66.8303	72.5702
911	66.8303	71.2045
912	66.8303	69.4565
913	66.8303	68.9217
914	66.8303	67.8298
915	66.8303	66.9231
916	66.8303	66.8303
917	66.8303	66.9162
918	66.8303	66.8303
919	66.8303	66.8303
920	66.8303	66.8303
921	66.8303	66.8303
922	66.8303	66.8303
923	66.8303	66.8303
924	66.8303	66.8303
925	66.8303	66.8303
926	66.8303	66.8303
927	66.8303	66.8303
928	66.8303	66.8303
929	66.8303	66.8303
930	66.8303	66.8303
931	66.8303	66.8303
932	66.8303	66.8303
933	66.8303	66.8303
934	66.8303	66.8303
935	66.8303	66.8303
936	66.8303	66.8303
937	66.8303	66.8303
938	66.8303	66.8303
939	66.8303	66.8303
940	66.8303	66.8303
941	66.8303	66.8303
942	66.8303	66.8303
943	66.8303	66.8303
944	66.8303	66.8303
945	66.8303	66.8303
946	66.8303	66.8303
947	66.8303	66.8303
948	66.8303	66.8303
949	66.8303	66.8303
950	66.8303	66.8303
951	66.8303	66.8303
952	66.8303	66.8303
953	66.8303	66.8303
954	66.8303	66.8303
955	66.8303	66.8303
956	66.8303	66.8303
957	66.8303	66.8303
958	66.8303	66.8303
959	66.8303	66.8303
960	66.8303	66.8303
961	66.8303	66.8303
962	66.8303	66.8303
963	66.8303	66.8303
964	66.8303	66.8303
965	66.8303	66.8303
966	66.8303	66.8303
967	66.8303	66.8303
968	66.8303	66.8303
969	66.8303	66.8303
970	66.8303	66.8303
971	66.8303	66.8303
972	66.8303	66.8303
973	66.8303	66.8303
974	66.8303	66.8303
975	66.8303	66.8303
976	66.8303	66.8303
977	66.8303	66.8303
978	66.8303	66.8303
979	66.8303	66.8303
980	66.8303	66.8303
981	66.8303	66.8303
982	66.8303	66.8303
983	66.8303	66.8303
984	66.8303	66.8303
985	66.8303	66.8303
986	66.8303	66.8303
987	66.8303	66.8303
988	66.8303	66.8303
989	66.8303	66.8303
990	66.8303	66.8303
991	66.8303	66.8303
992	66.8303	66.8303
993	66.8303	66.8303
994	66.8303	66.8303
995	66.8303	66.8303
996	66.8303	66.8303
997	66.8303	66.8303
998	66.8303	66.8303
999	66.8303	66.8303
1000	66.8303	66.8303
1001	66.8303	66.8303
1002	66.8303	66.8303
1003	66.8303	66.8303
1004	66.8303	66.8303
1005	66.8303	66.8303
1006	66.8303	66.8303
1007	66.8303	66.8303
1008	66.8303	66.8303
1009	66.8303	66.8303
1010	66.8303	66.8303
1011	66.8303	66.8303
1012	66.8303	66.8303
1013	66.8303	66.8303
1014	66.8303	66.8303
1015	66.8303	66.8303
1016	66.8303	66.8303
1017	66.8303	66.8303
1018	66.8303	66.8303
1019	66.8303	66.8303
1020	66.8303	66.8303
1021	66.8303	66.8303
1022	66.8303	66.8303
1023	66.8303	66.8303
1024	66.8303	66.8303
1025	66.8303	66.8303
