# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
1	454.078	504.029
2	441.36	483.829
3	433.531	464.488
4	413.251	451.633
5	402.466	439.701
6	390.323	429.251
7	388.177	416.985
8	374.047	406.784
9	369.397	396.96
10	362.138	390.476
11	355.888	384.562
12	354.876	378.77
13	349.967	373.062
14	344.447	367.515
15	334.178	361.831
16	326.963	355.72
17	324.766	348.029
18	313.116	341.17
19	311.338	334.36
20	311.338	330.532
21	303.217	326.191
22	301.214	321.886
23	299.248	315.745
24	298.353	310.564
25	290.076	306.089
26	283.859	302.441
27	275.905	298.084
28	275.905	293.096
29	271.729	287.559
30	262.517	282.937
31	252.575	278.651
32	253.061	274.08
33	251.207	269.376
34	248.709	263.527
35	238.859	258.638
36	238.859	254.501
37	237.433	250.476
38	237.359	246.089
39	231.719	242.426
40	230.112	238.697
41	229.354	235.731
42	227.558	233.593
43	225.886	231.871
44	223.104	230.951
45	221.207	229.669
46	219.865	228.54
47	218.861	226.814
48	214.493	225.263
49	212.148	223.595
50	212.148	221.197
51	211.168	218.889
52	210.563	217.29
53	210.563	215.794
54	204.838	215.268
55	204.643	213.987
56	203.384	211.856
57	201.406	209.603
58	200.227	206.759
59	198.157	205.398
60	195.738	203.717
61	197.638	202.422
62	193.498	201.059
63	192.809	199.706
64	192.585	198.519
65	188.469	197.062
66	186.913	195.184
67	186.774	194.246
68	185.73	192.329
69	184.237	190.579
70	182.763	189.601
71	180.924	188.704
72	179.965	187.016
73	177.675	186.231
74	171.933	184.996
75	171.933	182.535
76	171.933	179.262
77	171.008	176.797
78	170.83	174.795
79	169.589	173.996
80	168.075	173.266
81	168.075	172.889
82	166.835	172.365
83	163.859	171.763
84	163.217	170.905
85	160.874	169.769
86	158.844	167.738
87	157.603	165.516
88	157.587	164.298
89	156.5	162.845
90	154.91	161.709
91	154.91	160.198
92	153.582	158.796
93	151.724	156.997
94	150.928	155.434
95	149.64	154.501
96	147.739	153.45
97	146.544	152.151
98	142.062	150.83
99	141.528	149.236
100	141.528	147.106
101	140.735	145.962
102	140.735	144.645
103	139.599	143.19
104	139.471	141.62
105	139.232	140.865
106	139.232	140.78
107	139.072	140.406
108	137.761	139.787
109	135.882	139.327
110	135.882	138.667
111	135.46	137.595
112	135.017	136.77
113	135.319	136.087
114	133.831	135.72
115	133.267	135.412
116	133.267	134.978
117	132.027	134.603
118	131.545	134.046
119	130.48	134
120	130.304	134.032
121	130.262	133.654
122	129.905	133.296
123	129.342	132.956
124	128.961	132.38
125	128.961	131.787
126	128.961	130.982
127	128.961	130.394
128	128.456	129.762
129	128.284	129.327
130	127.977	128.979
131	127.956	128.77
132	127.692	129.343
133	127.386	129.032
134	127.692	128.867
135	127.501	129.15
136	127.468	128.825
137	127.327	128.601
138	126.851	128.508
139	126.666	128.422
140	126.666	128.172
141	126.57	127.682
142	126.142	127.889
143	125.693	127.518
144	125.551	127.587
145	124.551	127.033
146	124.471	126.637
147	123.587	126.522
148	123.201	126.197
149	122.686	125.856
150	121.727	125.619
151	120.834	125.035
152	120.834	124.555
153	120.297	124.073
154	119.686	123.291
155	119.442	122.663
156	119.39	122.036
157	119.39	120.803
158	118.604	120.34
159	118.307	120.59
160	117.964	119.828
161	117.668	119.437
162	117.668	118.968
163	117.532	119.125
164	117.482	119.346
165	117.532	120.152
166	117.532	120.162
167	117.532	120.247
168	117.332	119.679
169	117.332	119.043
170	117.332	117.879
171	117.332	117.546
172	117.299	117.392
173	117.018	117.337
174	116.596	117.255
175	116.596	117.207
176	116.569	118.123
177	116.288	119.256
178	115.997	119.178
179	115.89	119.735
180	115.689	119.969
181	115.683	119.964
182	115.291	119.975
183	115.098	119.693
184	114.717	119.027
185	114.717	117.991
186	113.991	118.001
187	113.991	117.368
188	113.687	117.14
189	112.387	117.013
190	112.387	117.59
191	112.387	118.642
192	112.387	119.505
193	112.387	119.768
194	112.387	119.501
195	112.387	118.89
196	112.387	117.467
197	111.767	116.298
198	111.673	115.708
199	111.767	114.184
200	110.726	113.894
201	110.42	113.115
202	100.004	113.485
203	99.4586	114.124
204	99.4586	115.726
205	99.4586	114.591
206	99.1219	112.897
207	99.1219	109.992
208	99.1219	106.915
209	99.1219	104.958
210	99.1219	102.361
211	99.1219	101.782
212	99.0642	100.847
213	98.2447	99.8402
214	98.2447	99.3924
215	98.2447	98.9897
216	98.2447	98.6597
217	97.1135	98.4739
218	96.4098	98.1912
219	96.4098	97.8096
220	96.3196	97.4341
221	96.3196	97.0368
222	96.3196	96.7689
223	95.7383	96.4671
224	95.1087	96.3309
225	95.1087	96.1758
226	94.8962	95.9222
227	94.8067	95.6814
228	94.8067	95.4003
229	94.8067	95.1677
230	94.3558	94.9449
231	94.3558	94.8234
232	94.3558	94.6704
233	94.3558	94.5547
234	93.2358	94.4448
235	93.2358	94.3407
236	93.2358	94.1119
237	93.2358	93.8731
238	93.2358	93.6621
239	93.1074	93.4618
240	93.011	93.234
241	92.9453	93.1752
242	92.2066	93.1258
243	91.3474	92.9844
244	90.9584	92.7436
245	90.9584	92.3885
246	90.8829	91.9428
247	90.8829	91.4737
248	90.8829	91.1833
249	90.8829	90.977
250	90.5278	90.8951
251	90.5278	90.8005
252	90.5278	90.7107
253	90.5278	90.6416
254	90.1492	90.578
255	89.8665	90.4279
256	89.8665	90.3178
257	89.8665	90.1557
