# VELOCITY:     AVE_POFV:        ERROR:
   0.0942809  0.00031918  0.00031918           0
    0.282843  0.00707107  0.00707107           0
    0.471405   0.0304203   0.0304203           0
    0.659966    0.109896    0.109896           0
    0.848528    0.331505    0.331505           0
     1.03709    0.468335    0.468335           0
     1.22565    0.665589    0.665589           0
     1.41421    0.480734    0.480734           0
     1.60278    0.341007    0.341007           0
     1.79134    0.485522    0.485522           0
      1.9799    0.547541    0.547541           0
     2.16846      0.4826      0.4826           0
     2.35702    0.318566    0.318566           0
     2.54558      0.2564      0.2564           0
     2.73415    0.195117    0.195117           0
     2.92271    0.181491    0.181491           0
     3.11127    0.101597    0.101597           0
     3.29983   0.0743935   0.0743935           0
     3.48839   0.0542852   0.0542852           0
     3.67696   0.0617245   0.0617245           0
     3.86552   0.0310587   0.0310587           0
     4.05408   0.0147068   0.0147068           0
     4.24264    0.038007    0.038007           0
      4.4312   0.0167447   0.0167447           0
     4.61976  0.00783219  0.00783219           0
     4.80833 0.000834779 0.000834779           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0


   0.0942809   0.0107048    0.005512  0.00367187
    0.282843   0.0900825   0.0485768    0.029349
    0.471405    0.134694   0.0825572   0.0368663
    0.659966    0.205994    0.157945   0.0339757
    0.848528    0.371452    0.351479   0.0141233
     1.03709    0.348103    0.408219   0.0425087
     1.22565    0.399835    0.532712   0.0939583
     1.41421    0.548916    0.514825   0.0241059
     1.60278    0.382476    0.361742   0.0146615
     1.79134    0.416064    0.450793   0.0245573
      1.9799    0.597186    0.572364   0.0175521
     2.16846    0.370151    0.426376   0.0397569
     2.35702    0.217755     0.26816   0.0356424
     2.54558    0.356033    0.306217   0.0352257
     2.73415    0.270542     0.23283   0.0266667
     2.92271    0.220406    0.200948   0.0137587
     3.11127     0.11407    0.107834  0.00440972
     3.29983   0.0874308   0.0809122  0.00460938
     3.48839    0.062191   0.0582381  0.00279514
     3.67696   0.0603005   0.0610125 0.000503472
     3.86552   0.0233247   0.0271917  0.00273437
     4.05408   0.0132583   0.0139825 0.000512153
     4.24264  0.00233247   0.0201697   0.0126128
      4.4312           0  0.00837234  0.00592014
     4.61976           0  0.00391609   0.0027691
     4.80833           0 0.000417389 0.000295139
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0


   0.0942809  0.00353553  0.00485318  0.00250632
    0.282843   0.0216306   0.0395947   0.0208953
    0.471405   0.0857121   0.0836088   0.0245925
    0.659966    0.252815    0.189568   0.0343473
    0.848528    0.303958    0.335638   0.0159978
     1.03709    0.374742     0.39706   0.0297678
     1.22565    0.559155    0.541526    0.063051
     1.41421    0.464972    0.498207   0.0210325
     1.60278    0.430378     0.38462    0.021083
     1.79134    0.503445    0.468344   0.0217573
      1.9799    0.421342    0.522023    0.042736
     2.16846    0.451075    0.434609   0.0273438
     2.35702    0.280879      0.2724   0.0240124
     2.54558    0.333347     0.31526   0.0246173
     2.73415    0.336048    0.267236    0.033245
     2.92271    0.169509    0.190469   0.0125439
     3.11127    0.095263    0.103644  0.00451088
     3.29983   0.0702442   0.0773562  0.00422763
     3.48839   0.0659966   0.0608243  0.00281624
     3.67696   0.0645235   0.0621828   0.0010128
