# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
1	451.661	506.077
2	442.758	488.898
3	434.936	471.09
4	422.95	458.223
5	415.109	450.337
6	393.806	440.979
7	382.032	431.394
8	376.315	419.063
9	368.853	406.782
10	363.136	393.314
11	360.882	383.257
12	354.513	374.051
13	349.234	367.905
14	344.129	362.908
15	341.324	358.059
16	333.472	351.85
17	326.776	345.268
18	313.421	339.549
19	309.051	333.427
20	306.138	328.169
21	301.207	322.729
22	292.725	317.469
23	289.28	311.595
24	286.17	305.932
25	285.719	300.879
26	284.29	297.164
27	280.846	294.322
28	275.561	291.252
29	274.473	288.121
30	273.028	284.447
31	269.533	280.772
32	260.45	278.389
33	260.45	274.53
34	256.688	270.515
35	256.13	266.192
36	252.367	262.837
37	251.684	259.561
38	247.921	257.058
39	242.62	254.523
40	242.033	251.91
41	238.934	249.195
42	235.532	246.75
43	229.162	244.457
44	229.162	242.149
45	228.091	238.524
46	226.393	235.964
47	224.054	233.022
48	223.562	231.223
49	220.468	228.701
50	217.267	227.781
51	217.267	226.477
52	211.983	224.923
53	211.983	222.532
54	211.498	219.656
55	210.628	217.177
56	207.584	216.014
57	207.701	214.981
58	206.851	214.132
59	206.483	212.649
60	205.021	210.512
61	201.812	209.527
62	201.44	207.761
63	199.593	206.265
64	194.073	204.324
65	193.701	202.865
66	190.255	200.731
67	188.788	198.113
68	188.788	195.85
69	188.042	193.299
70	184.025	191.472
71	181.738	189.565
72	179.564	187.849
73	179.412	186.244
74	178.128	185.003
75	177.722	183.574
76	176.836	182.408
77	176.295	181.854
78	175.199	180.861
79	174.75	179.706
80	173.527	179.123
81	172.799	177.743
82	172.672	176.73
83	172.526	175.841
84	172.514	174.436
85	171.039	173.444
86	169.915	172.734
87	168.588	172.413
88	168.338	171.751
89	168.282	170.74
90	167.453	169.865
91	165.998	169.224
92	162.174	168.556
93	162.174	167.64
94	161.81	166.091
95	160.8	164.995
96	158.134	164.306
97	157.827	163.208
98	157.827	161.8
99	157.263	160.326
100	155.753	159.323
101	155.601	158.608
102	152.244	158.474
103	151.68	158.118
104	151.68	157.682
105	151.68	156.549
106	149.536	155.027
107	149.322	153.533
108	149.322	151.974
109	147.746	151.028
110	147.746	150.516
111	146.667	150.871
112	146.667	150.194
113	146.667	149.948
114	146.13	149.759
115	146.13	149.453
116	145.547	148.703
117	144.785	147.767
118	141.964	146.716
119	144.202	145.997
120	144.202	145.645
121	143.704	145.15
122	143.704	144.668
123	137.858	144.299
124	137.338	143.915
125	137.22	143.04
126	136.979	141.605
127	136.156	140.007
128	135.955	139.071
129	133.787	138.699
130	135.101	138.912
131	134.984	139.165
132	134.308	139.239
133	133.684	139.657
134	132.675	140.011
135	131.924	139.638
136	132.5	139.84
137	132.154	139.376
138	131.554	139.084
139	131.554	138.168
140	131.554	138.273
141	131.217	137.377
142	130.634	135.825
143	130.503	134.029
144	129.8	132.86
145	129.317	131.885
146	128.819	131.162
147	128.043	130.733
148	126.937	130.069
149	126.937	129.332
150	125.688	128.756
151	125.14	127.835
152	125.115	126.889
153	125.115	126.303
154	125.115	125.869
155	124.785	125.237
156	124.097	125.085
157	123.759	124.889
158	121.424	124.642
159	119.819	124.104
160	119.138	123.455
161	118.463	122.256
162	118.463	121.062
163	118.103	120.072
164	117.93	119.104
165	117.772	118.778
166	117.599	118.444
167	116.631	118.338
168	116.27	118.188
169	115.736	117.763
170	115.525	117.182
171	115.026	116.658
172	114.457	116.53
173	114.457	116.093
174	114.296	115.602
175	112.363	115.108
176	111.491	114.364
177	110.922	113.656
178	109.237	112.868
179	108.263	112.093
180	107.797	111.299
181	107.542	110.297
182	106.596	109.36
183	106.596	108.336
184	106.341	107.607
185	106.341	107.143
186	105.447	106.927
187	105.447	106.655
188	105.447	106.348
189	104.87	106.036
190	105.383	105.735
191	105.383	105.575
192	102.887	105.433
193	102.887	105.36
194	102.823	105.377
195	102.823	105.399
196	102.823	105.016
197	102.823	104.744
198	101.453	104.618
199	101.453	104.346
200	101.453	103.388
201	101.453	102.587
202	95.5113	102.096
203	95.5113	102.363
204	95.0408	102.81
205	94.9522	104.183
206	94.4817	102.873
207	94.4817	101.151
208	94.4817	97.9109
209	94.4817	95.954
210	94.4817	95.3252
211	94.349	94.8002
212	93.7771	94.5833
213	93.7771	94.3873
214	93.6018	94.224
215	93.1313	94.0488
216	92.8255	93.8417
217	92.355	93.5448
218	92.164	93.165
219	92.164	92.8574
220	92.164	92.5621
221	92.164	92.4663
222	92.164	92.2913
223	92.1437	92.231
224	91.5051	92.1674
225	91.4848	92.1156
226	90.9253	91.994
227	90.905	91.7992
228	90.905	91.5679
229	90.905	91.3023
230	90.905	91.1312
231	89.6134	90.959
232	89.6134	90.7274
233	89.6134	90.3682
234	89.6134	90.0608
235	89.6134	89.7687
236	88.8231	89.5826
237	88.8231	89.4575
238	88.7523	89.2107
239	88.7523	88.9944
240	88.6698	88.8538
241	88.5467	88.7759
242	88.4894	88.7341
243	88.4894	88.681
244	88.4894	88.6148
245	87.7303	88.53
246	87.7303	88.385
247	87.7303	88.192
248	87.7303	87.9669
249	86.8032	87.7438
250	85.9069	87.4777
251	85.8244	87.1914
252	85.8244	86.7954
253	85.8244	86.4739
254	85.8244	86.2151
255	85.8244	86.0357
256	85.0139	85.828
257	85.0139	85.7313
258	84.7097	85.5655
259	84.7097	85.3346
260	84.6473	85.1471
261	84.6473	84.9981
262	84.6473	84.837
263	84.3798	84.7156
264	84.1005	84.638
265	83.8329	84.5045
266	83.8329	84.3543
267	83.5916	84.2067
268	83.324	84.0601
269	83.0958	83.96
270	83.324	83.7729
271	83.0958	83.5816
272	83.0555	83.4388
273	82.1903	83.2876
274	82.1903	83.1212
275	81.821	83.0537
276	81.821	82.7511
277	81.7821	82.4124
278	81.7821	82.3287
279	81.4163	82.0509
280	81.4163	81.8628
281	81.4163	81.7326
282	81.4163	81.6136
283	81.3901	81.5192
284	81.3901	81.4496
285	81.3901	81.4089
286	81.1227	81.3898
287	80.7345	81.3357
288	81.1227	81.2503
289	80.448	81.1911
290	81.0771	81.1323
291	81.0771	81.1104
292	80.4218	81.0967
293	80.4218	81.0567
294	80.4218	80.9268
295	80.3074	80.7206
296	80.3074	80.5815
297	80.3074	80.4358
298	80.3074	80.3705
299	80.3074	80.338
300	80.3074	80.3168
301	80.3074	80.3085
302	80.3074	80.3074
303	80.3074	80.3074
304	80.3074	80.3074
305	80.3074	80.3074
306	80.1647	80.3071
307	80.1647	80.2994
308	80.1647	80.2749
309	80.1647	80.2426
310	80.1647	80.2003
311	80.1647	80.1799
312	80.1647	80.1647
313	80.1647	80.1647
314	80.1647	80.1647
315	80.1647	80.1647
316	80.1647	80.1647
317	80.1647	80.1647
318	80.1647	80.1647
319	80.1647	80.1647
320	80.1647	80.1647
321	80.1647	80.1647
322	79.9918	80.1644
323	79.9918	80.1568
324	79.9918	80.1284
325	79.9622	80.0739
326	79.7893	80.0323
327	79.7893	79.986
328	79.7893	79.92
329	79.7893	79.8683
330	79.7893	79.822
331	79.632	79.7941
332	79.632	79.7572
333	79.369	79.7054
334	79.369	79.6323
335	79.369	79.5556
336	79.369	79.5565
337	79.369	79.508
338	79.369	79.4248
339	79.369	79.3848
340	79.369	79.369
341	79.369	79.369
342	79.369	79.369
343	79.369	79.369
344	79.369	79.369
345	79.369	79.369
346	79.369	79.369
347	79.369	79.369
348	78.7804	79.3408
349	78.7804	79.2524
350	78.7804	79.1002
351	78.7804	78.993
352	78.7804	78.8881
353	78.7433	78.824
354	78.7433	78.7804
355	78.7433	78.7785
356	78.7433	78.7711
357	78.7433	78.7622
358	78.7433	78.7523
359	78.7433	78.7471
360	78.7433	78.7433
361	78.7433	78.7433
362	78.7433	78.7433
363	78.7433	78.7433
364	78.5779	78.7429
365	78.5779	78.7376
366	78.4037	78.7108
367	78.5779	78.6675
368	78.5779	78.625
369	78.5779	78.5863
370	78.5779	78.5779
371	78.5779	78.5779
372	78.5779	78.5779
373	78.5779	78.5779
374	78.5779	78.5779
375	78.5071	78.5732
376	78.5071	78.5584
377	78.5071	78.5394
378	78.4702	78.5224
379	78.4702	78.5105
380	78.4702	78.5006
381	78.4702	78.4876
382	78.4702	78.4766
383	78.3679	78.47
384	78.3679	78.4617
385	78.3679	78.4472
386	78.3679	78.4238
387	78.1443	78.3916
388	78.1443	78.3491
389	78.1443	78.2912
390	77.8874	78.2131
391	77.6638	78.1454
392	77.4905	78.0575
393	77.4905	78.0207
394	77.4905	77.7958
395	77.4905	77.6692
396	77.4905	77.5693
397	77.1991	77.5128
398	77.1991	77.4866
399	77.1991	77.4211
400	77.1991	77.3337
401	77.1991	77.2749
402	74.1795	77.0788
403	74.1428	77.0352
404	74.1428	76.6909
405	73.8919	75.9382
406	73.8919	75.2299
407	73.9125	74.6685
408	73.9125	74.4489
409	73.9125	74.1368
410	73.9125	73.9904
411	73.8219	73.9687
412	73.8219	73.9171
413	73.8219	73.8925
414	73.8219	73.866
415	73.8219	73.8436
416	73.8219	73.8269
417	73.8219	73.8239
418	73.8129	73.8219
419	73.8129	73.8218
420	73.0062	73.8625
421	73.0062	74.4947
422	73.0062	74.9317
423	73.0062	75.8399
424	73.0062	74.8737
425	73.0062	73.9131
426	73.0062	73.7581
427	73.0062	73.2275
428	73.0062	73.0062
429	73.0062	73.0062
430	73.0062	73.0062
431	73.0062	73.0062
432	72.5913	72.999
433	72.5913	72.9645
434	72.5913	72.8732
435	72.5913	72.7709
436	72.5913	72.6695
437	72.5913	72.6085
438	72.5913	72.5913
439	72.5913	72.5913
440	72.5913	72.5913
441	72.5913	72.5913
442	72.5913	72.5913
443	72.5913	72.5913
444	72.5913	72.5913
445	72.5913	72.5913
446	72.5913	72.5913
447	72.5913	72.5913
448	72.5913	72.5913
449	72.5913	72.5913
450	72.5913	72.5913
451	72.5913	72.5913
452	72.5913	72.5913
453	72.5913	72.5913
454	72.5913	72.5913
455	72.5913	72.5913
456	72.5913	72.5913
457	72.5913	72.5913
458	72.5913	72.5913
459	72.5913	72.5913
460	72.5913	72.5913
461	72.5913	72.5913
462	72.5913	72.5913
463	72.5913	72.5913
464	72.5913	72.5913
465	72.5913	72.5913
466	72.3778	72.5781
467	72.3778	72.5426
468	72.3778	72.4952
469	72.0961	72.4401
470	72.0961	72.5242
471	72.0961	72.9903
472	72.0961	73.9123
473	72.0961	74.0706
474	72.0961	74.1588
475	72.0961	73.9713
476	72.0961	73.6357
477	72.0961	73.1303
478	72.0961	72.9806
479	72.0961	72.38
480	72.0961	72.1071
481	72.0961	72.1679
482	72.0961	72.0971
483	72.0961	72.0961
484	72.0961	72.0961
485	72.0961	72.0961
486	72.0961	72.0961
487	72.0961	72.0961
488	71.7212	72.0901
489	71.7212	72.0698
490	71.7212	72.8883
491	71.7212	74.2737
492	71.7212	75.3729
493	71.7212	75.3361
494	71.7212	75.3901
495	71.7212	74.1701
496	71.7212	72.9193
497	71.7212	71.8927
498	71.6638	71.7182
499	71.6638	71.7095
500	71.6638	71.6922
501	71.6638	71.6735
502	71.5548	71.6609
503	71.5548	71.6381
504	71.5548	71.6145
505	71.4446	71.5871
506	71.4359	71.5633
507	71.4359	71.5271
508	71.4359	71.4875
509	71.4359	71.4534
510	71.4359	71.4359
511	71.4359	71.4359
512	71.4359	71.4359
513	71.4359	71.4359
514	71.4359	71.4359
515	71.4359	71.4359
516	71.4359	71.4359
517	71.2167	71.4258
518	71.2167	71.3789
519	71.2167	71.3127
520	71.2167	71.2666
521	71.2167	71.2298
522	71.2167	71.2167
523	71.2167	71.2167
524	71.2167	71.2167
525	71.2167	71.2167
526	71.2167	71.2167
527	71.2167	71.2167
528	71.2167	71.2167
529	71.2167	71.2167
530	71.2167	71.2167
531	70.8239	71.2075
532	70.8239	71.189
533	70.8239	71.7225
534	70.8239	72.4429
535	70.8239	72.4993
536	70.8239	72.672
537	70.8239	72.722
538	70.8239	71.9019
539	70.8239	71.324
540	70.8239	71.0027
541	70.8239	70.9284
542	70.8239	70.8239
543	70.8239	70.8239
544	70.8239	70.8239
545	70.8239	70.8239
546	70.8239	70.8239
547	70.8239	70.8239
548	70.8239	70.8239
549	70.8239	70.8239
550	70.8239	70.8239
551	70.8239	70.8239
552	70.8239	70.8239
553	70.8239	70.8239
554	70.8239	70.8239
555	70.8239	70.8239
556	70.8239	70.8239
557	70.8239	70.8239
558	70.8239	70.8239
559	70.8239	70.8239
560	70.8239	70.8239
561	70.8239	70.8239
562	70.8239	70.8239
563	70.8239	70.8239
564	70.8239	70.8239
565	70.8239	70.8239
566	70.8239	70.8239
567	70.8239	70.8239
568	70.8239	70.8239
569	70.8239	70.8239
570	70.8239	70.8239
571	70.8239	70.8239
572	70.8239	70.8239
573	70.8239	70.8239
574	70.8239	70.8239
575	70.8239	70.8239
576	70.8239	70.8239
577	70.8239	70.8239
578	70.8239	70.8239
579	70.8239	70.8239
580	70.8239	70.8239
581	70.8239	70.8239
582	70.8239	70.8239
583	70.8239	70.8239
584	70.8239	70.8239
585	70.8239	70.8239
586	70.8239	70.8239
587	70.8239	70.8239
588	70.8239	70.8239
589	70.8239	70.8239
590	70.8239	70.8239
591	70.8239	70.8239
592	70.8239	70.8239
593	70.8239	70.8239
594	70.8239	70.8239
595	70.8239	70.8239
596	70.8239	70.8239
597	70.8239	70.8239
598	70.8239	70.8239
599	70.8239	70.8239
600	70.8239	70.8239
601	70.8239	70.8239
602	69.73	70.8173
603	69.73	71.1173
604	69.73	71.6317
605	69.73	72.8553
606	69.73	74.3213
607	69.73	75.4369
608	69.73	75.2519
609	69.73	74.7353
610	69.73	74.5989
611	69.73	73.4942
612	69.73	72.9457
613	69.73	71.6844
614	69.73	70.3872
615	69.73	70.0582
616	69.73	69.7314
617	69.73	69.73
618	69.73	69.73
619	69.73	69.73
620	69.73	69.73
621	69.73	69.73
622	69.73	69.73
623	69.73	69.73
624	69.73	69.73
625	69.73	69.73
626	69.73	69.73
627	69.73	69.73
628	69.73	69.73
629	69.73	69.73
630	69.73	69.73
631	69.73	69.73
632	69.73	69.73
633	69.73	69.73
634	69.73	69.73
635	69.73	69.73
636	69.73	69.73
637	69.73	69.73
638	69.73	69.73
639	69.7214	69.7297
640	69.7214	69.7287
641	69.1825	69.7249
642	69.1825	69.695
643	69.1825	69.5973
644	69.1825	69.4211
645	69.1825	69.311
646	69.1825	69.2088
647	69.1825	69.1825
648	69.1825	69.1825
649	69.1825	69.1825
650	69.1825	69.1825
651	69.1825	69.1825
652	69.1825	69.1825
653	69.1825	69.1825
654	69.1825	69.1825
655	69.1825	69.1825
656	68.9926	69.1821
657	69.1825	69.1825
658	69.1825	69.1825
659	69.1825	69.1825
660	69.1825	69.1825
661	69.1825	69.1825
662	69.1825	69.1825
663	69.1825	69.1825
664	69.1825	69.1825
665	69.1825	69.1825
666	69.1825	69.1825
667	69.1825	69.1825
668	69.1825	69.1825
669	69.0876	69.1823
670	69.0876	69.1778
671	69.0876	69.1626
672	69.0876	69.1339
673	69.0876	69.1089
674	69.0876	69.0883
675	69.0876	69.0876
676	69.0876	69.0876
677	69.0876	69.0876
678	69.0876	69.0876
679	69.0876	69.0876
680	69.0876	69.0876
681	69.0876	69.0876
682	69.0876	69.0876
683	69.0876	69.0876
684	69.0876	69.0876
685	69.0876	69.0876
686	69.0876	69.0876
687	69.0876	69.0876
688	69.0876	69.0876
689	69.0876	69.0876
690	69.0876	69.0876
691	69.0876	69.0876
692	69.0876	69.0876
693	69.0876	69.0876
694	69.0876	69.0876
695	69.0876	69.0876
696	69.0876	69.0876
697	69.0876	69.0876
698	69.0876	69.0876
699	69.0876	69.0876
700	69.0876	69.0876
701	69.0876	69.0876
702	68.2541	69.0308
703	68.2541	68.9204
704	68.2541	68.7823
705	68.2541	68.6699
706	68.2541	68.5092
707	68.2541	68.4974
708	68.2541	68.3539
709	68.2541	68.2588
710	68.2541	68.2541
711	68.2541	68.2541
712	68.2541	68.2541
713	68.2541	68.2541
714	68.2541	68.2541
715	68.2541	68.2541
716	68.2541	68.2541
717	68.2541	68.2541
718	68.2541	68.2541
719	68.2541	68.2541
720	68.2541	68.2541
721	68.2541	68.2541
722	68.2541	68.2541
723	68.2541	68.2541
724	68.2541	68.2541
725	68.2541	68.2541
726	68.2541	68.2541
727	68.2541	68.2541
728	68.2541	68.2541
729	68.2541	68.2541
730	68.2541	68.2541
731	68.2541	68.2541
732	68.2541	68.2541
733	68.2541	68.2541
734	68.2541	68.2541
735	68.2541	68.2541
736	68.2541	68.2541
737	68.2541	68.2541
738	68.2541	68.2541
739	68.2541	68.2541
740	68.2541	68.2541
741	68.2541	68.2541
742	68.2541	68.2541
743	68.2541	68.2541
744	68.2541	68.2541
745	68.2541	68.2541
746	68.2541	68.2541
747	68.2541	68.2541
748	68.2541	68.2541
749	68.2541	68.2541
750	68.2541	68.2541
751	68.2541	68.2541
752	68.2541	68.2541
753	68.2541	68.2541
754	68.2541	68.2541
755	68.2541	68.2541
756	68.2541	68.2541
757	68.2541	68.2541
758	68.2541	68.2541
759	68.2541	68.2541
760	68.2541	68.2541
761	68.2541	68.2541
762	68.2541	68.2541
763	68.2541	68.2541
764	68.2541	68.2541
765	68.2541	68.2541
766	68.2541	68.2541
767	68.2541	68.2541
768	68.2541	68.2541
769	68.2541	68.2541
770	68.2541	68.2541
771	68.2541	68.2541
772	68.2541	68.2541
773	68.2541	68.2541
774	68.2541	68.2541
775	68.2541	68.2541
776	68.2541	68.2541
777	68.2541	68.2541
778	68.2541	68.2541
779	68.2541	68.2541
780	68.2541	68.2541
781	68.2541	68.2541
782	68.2541	68.2541
783	68.2541	68.2541
784	68.2541	68.2541
785	68.2541	68.2541
786	68.2541	68.2541
787	68.2541	68.2541
788	68.2541	68.2541
789	68.2541	68.2541
790	68.2541	68.2541
791	68.2541	68.2541
792	68.2541	68.2541
793	68.2541	68.2541
794	68.2541	68.2541
795	68.2541	68.2541
796	68.2541	68.2541
797	68.2541	68.2541
798	68.2541	68.2541
799	68.2541	68.2541
800	68.2541	68.2541
801	68.2541	68.2541
802	67.8153	68.2277
803	67.8153	68.1617
804	67.8153	68.0726
805	67.8153	68.0197
806	67.8153	67.9286
807	67.8153	67.8425
808	67.8153	67.8153
809	67.8153	67.8153
810	67.8153	67.8153
811	67.8153	67.8153
812	67.8153	67.8153
813	67.8153	67.8153
814	67.8153	67.8153
815	67.8153	67.8153
816	67.8153	67.8153
817	67.8153	67.8153
818	67.8153	67.8153
819	67.8153	67.8153
820	67.8153	67.8153
821	67.8153	67.8153
822	67.8153	67.8153
823	67.8153	67.8153
824	67.8153	67.8153
825	67.8153	67.8153
826	67.8153	67.8153
827	67.8153	67.8153
828	67.8153	67.8153
829	67.8153	67.8153
830	67.8153	67.8153
831	67.8153	67.8153
832	67.8153	67.8153
833	67.8153	67.8153
834	67.8153	67.8153
835	67.8153	67.8153
836	67.8153	67.8153
837	67.8153	67.8153
838	67.8153	67.8153
839	67.8153	67.8153
840	67.8153	67.8153
841	67.8153	67.8153
842	67.8153	67.8153
843	67.8153	67.8153
844	67.8153	67.8153
845	67.8153	67.8153
846	67.8153	67.8153
847	67.8153	67.8153
848	67.8153	67.8153
849	67.8153	67.8153
850	67.8153	67.8153
851	67.8153	67.8153
852	67.8153	67.8153
853	67.8153	67.8153
854	67.8153	67.8153
855	67.8153	67.8153
856	67.8153	67.8153
857	67.8153	67.8153
858	67.8153	67.8153
859	67.8153	67.8153
860	67.8153	67.8153
861	67.8153	67.8153
862	67.8153	67.8153
863	67.8153	67.8153
864	67.8153	67.8153
865	67.8153	67.8153
866	67.8153	67.8153
867	67.8153	67.8153
868	67.8153	67.8153
869	67.8153	67.8153
870	67.8153	67.8153
871	67.8153	67.8153
872	67.8153	67.8153
873	67.8153	67.8153
874	67.8153	67.8153
875	67.8153	67.8153
876	67.8153	67.8153
877	67.8153	67.8153
878	67.8153	67.8153
879	67.8153	67.8153
880	67.8153	67.8153
881	67.8153	67.8153
882	67.8153	67.8153
883	67.8153	67.8153
884	67.8153	67.8153
885	67.8153	67.8153
886	67.8153	67.8153
887	67.8153	67.8153
888	67.8153	67.8153
889	67.8153	67.8153
890	67.8153	67.8153
891	67.8153	67.8153
892	67.8153	67.8153
893	67.8153	67.8153
894	67.8153	67.8153
895	67.8153	67.8153
896	67.8153	67.8153
897	67.8153	67.8153
898	67.8153	67.8153
899	67.8153	67.8153
900	67.8153	67.8153
901	67.8153	67.8153
902	66.9296	67.7544
903	66.9296	67.5926
904	66.9296	67.319
905	66.9296	67.1242
906	66.9296	66.9932
907	66.9296	66.9436
908	66.9296	66.9296
909	66.9296	66.9296
910	66.9296	66.9296
911	66.9296	66.9296
912	66.9296	66.9296
913	66.9296	66.9296
914	66.9296	66.9296
915	66.9296	66.9296
916	66.9296	66.9296
917	66.9296	66.9296
918	66.9296	66.9296
919	66.9296	66.9296
920	66.9296	66.9296
921	66.9296	66.9296
922	66.9296	66.9296
923	66.9296	66.9296
924	66.9296	66.9296
925	66.9296	66.9296
926	66.9296	66.9296
927	66.9296	66.9296
928	66.9296	66.9296
929	66.9296	66.9296
930	66.9296	67.3036
931	66.9296	69.306
932	66.9296	70.8398
933	66.9296	73.0648
934	66.9296	74.1156
935	66.9296	74.4502
936	66.9296	73.631
937	66.9296	73.7141
938	66.9296	72.0841
939	66.9296	70.9491
940	66.9296	69.546
941	66.9296	68.6172
942	66.9296	68.3528
943	66.9296	67.1197
944	66.9296	66.9328
945	66.9296	66.9296
946	66.9296	66.9296
947	66.9296	66.9296
948	66.9296	66.9296
949	66.9296	66.9296
950	66.9296	66.9296
951	66.9296	66.9296
952	66.9296	66.9296
953	66.9296	66.9296
954	66.9296	66.9296
955	66.9296	66.9296
956	66.9296	66.9296
957	66.9296	66.9296
958	66.9296	66.9296
959	66.9296	66.9296
960	66.9296	66.9296
961	66.9296	66.9296
962	66.9296	66.9296
963	66.9296	66.9296
964	66.9296	66.9296
965	66.9296	66.9296
966	66.9296	66.9296
967	66.9296	66.9296
968	66.9296	66.9296
969	66.9296	66.9296
970	66.9296	66.9296
971	66.9296	66.9296
972	66.9296	66.9296
973	66.9296	66.9296
974	66.9296	66.9296
975	66.9296	66.9296
976	66.9296	66.9296
977	66.9296	66.9296
978	66.9296	66.9296
979	66.9296	66.9296
980	66.9296	66.9296
981	66.9296	66.9296
982	66.9296	66.9296
983	66.9296	66.9296
984	66.9296	66.9296
985	66.9296	66.9296
986	66.9296	66.9296
987	66.9296	66.9296
988	66.9296	66.9296
989	66.9296	66.9296
990	66.9296	66.9296
991	66.9296	66.9296
992	66.9296	66.9296
993	66.9296	66.9296
994	66.9296	66.9296
995	66.9296	66.9296
996	66.9296	66.9296
997	66.9296	66.9296
998	66.9296	66.9296
999	66.9296	66.9296
1000	66.9296	66.9296
1001	66.9296	66.9296
1002	66.4095	66.9108
1003	66.4095	67.6539
1004	66.4095	69.7205
1005	66.4095	70.922
1006	66.4095	72.3712
1007	66.4095	71.96
1008	66.4095	70.4586
1009	66.4095	70.2146
1010	66.4095	69.0962
1011	66.4095	67.5404
1012	66.4095	67.1979
1013	66.4095	67.0902
1014	66.4095	66.5856
1015	66.4095	66.4249
1016	66.4095	66.4095
1017	66.4095	66.4095
1018	66.4095	66.4095
1019	66.4095	66.4095
1020	66.4095	66.4095
1021	66.4095	66.4095
1022	66.4095	66.4095
1023	66.4095	66.4095
1024	66.4095	66.4095
1025	66.4095	66.4095
1026	66.4095	66.4095
1027	66.4095	66.4095
1028	66.4095	66.4095
1029	66.4095	66.4095
1030	66.4095	66.4095
1031	66.4095	66.4095
1032	66.4095	66.4095
1033	66.4095	66.4095
1034	66.4095	66.4095
1035	66.4095	66.4095
1036	66.4095	66.4095
