# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
1	447.586	505.989
2	436.572	488.045
3	414.597	465.082
4	410.984	451.293
5	395.371	436.756
6	387.149	421.649
7	374.447	410.292
8	369.933	402.793
9	369.025	393.647
10	365.02	387.287
11	355.812	382.174
12	351.997	377.549
13	348.778	372.503
14	343.151	368.152
15	328.661	362.778
16	326.312	355.112
17	310.671	345.698
18	308.198	337.179
19	302.309	328.675
20	297.531	320.702
21	291.904	313.547
22	291.904	307.62
23	288.145	302.45
24	283.815	298.108
25	283.547	294.899
26	276.651	291.806
27	276.651	288.767
28	275.119	285.107
29	272.806	282.63
30	267.359	280.058
31	265.362	277.19
32	261.09	274.872
33	260.113	272.244
34	259.411	268.808
35	258.126	265.746
36	256.24	263.407
37	252.153	261.62
38	251.608	259.523
39	246.835	258.004
40	246.887	256.207
41	245.169	253.465
42	244.45	251.357
43	239.607	249.714
44	235.583	248.444
45	233.168	246.405
46	229.18	243.603
47	228.587	240.616
48	227.451	238.129
49	227.451	235.147
50	224.056	232.124
51	223.214	230.914
52	223.214	230.447
53	221.569	229.87
54	219.059	228.955
55	220.262	228.317
56	218.524	225.897
57	217.059	224.662
58	212.93	223.036
59	209.791	221.486
60	209.198	218.437
61	209.198	215.401
62	208.678	213.228
63	205.899	211.585
64	200.244	210.61
65	200.244	209.374
66	198.424	207.233
67	198.677	206.222
68	198.424	204.143
69	195.632	201.961
70	194.631	200.378
71	187.47	198.691
72	185.16	196.201
73	185.16	194.063
74	182.938	190.64
75	182.785	188.17
76	181.639	186.694
77	180.578	185.404
78	179.876	183.833
79	179.414	182.773
80	177.298	181.932
81	176.174	180.7
82	175.544	179.595
83	174.567	178.479
84	172.989	177.296
85	171.745	176.197
86	169.147	175.242
87	166.889	174.028
88	166.889	172.828
89	166.825	171.337
90	164.313	169.643
91	164.313	168.521
92	164.313	167.351
93	162.938	165.85
94	163.779	165.114
95	162.138	164.798
96	161.677	164.778
97	161.325	165.405
98	161.325	165.525
99	161.23	165.754
100	157.34	165.638
101	159.048	164.979
102	150.483	164.859
103	150.483	164.945
104	150.483	167.388
105	150.483	167.092
106	150.483	166.456
107	150.475	165.364
108	150.475	161.969
109	150.11	158.086
110	148.72	154.68
111	148.72	152.543
112	147.693	150.985
113	147.693	150.548
114	147.032	149.914
115	141.703	149.278
116	139.237	148.405
117	139.199	147.354
118	138.748	145.569
119	138.711	143.611
120	138.216	142.143
121	137.55	142.217
122	135.482	141.074
123	135.22	140.711
124	135.22	139.402
125	135.22	139.583
126	135.22	138.92
127	135.22	138.271
128	135.22	137.214
129	132.792	136.741
130	132.792	136.962
131	132.792	137.25
132	132.792	137.559
133	132.792	138.656
134	132.792	138.121
135	132.792	137.11
136	132.561	136.638
137	131.357	135.082
138	130.477	135.089
139	130.246	134.409
140	130.229	133.413
