# GEN: 	 LUNGHEZZA DEL MIGLIORE: 	 LUNGHEZZA MEDIA:
1	465.999	505.993
2	439.156	487.642
3	403.36	471.715
4	387.719	454.189
5	382.107	434.233
6	373.927	418.937
7	374.252	403.226
8	369.404	392.658
9	363.302	385.018
10	357.366	379.938
11	351.044	374.193
12	346.125	368.86
13	345.652	361.968
14	340.092	357.072
15	334.748	353.028
16	331.259	348.299
17	325.147	344.239
18	320.456	339.899
19	310.522	334.684
20	305.606	328.179
21	302.321	321.398
22	290.372	315.216
23	286.236	310.185
24	275.875	304.561
25	272.938	297.112
26	274.906	289.677
27	268.068	285.041
28	267.1	281.034
29	263.646	277.974
30	260.501	274.114
31	259.736	270.465
32	255.445	267.112
33	252.933	265
34	251.878	262.438
35	246.622	259.813
36	246.166	257.859
37	242.887	255.734
38	241.288	254.983
39	235.407	252.913
40	235.407	249.433
41	232.616	246.065
42	232.616	244.137
43	230.12	241.355
44	230.359	239.545
45	227.718	237.362
46	225.278	235.849
47	223.617	233.778
48	220.387	231.901
49	218.507	230.362
50	210.889	228.277
51	207.517	225.788
52	205.302	223.184
53	205.302	219.498
54	204.908	215.618
55	201.093	212.527
56	203.376	209.568
57	203.231	206.823
58	201.533	205.612
59	200.9	205.03
60	197.63	204.075
61	195.769	202.62
62	193.262	201.255
63	190.554	199.278
64	189.033	197.374
65	185.89	195.469
66	183.92	193.255
67	181.85	191.031
68	181.761	188.256
69	178.915	186.33
70	178.915	184.29
71	177.353	182.869
72	176.381	180.983
73	176.139	179.273
74	173.78	178.406
75	174.046	177.421
76	172.771	176.564
77	171.039	175.476
78	168.295	174.434
79	167.472	173.077
80	166.863	171.671
81	167.021	170.3
82	165.572	169.231
83	163.828	168.172
84	162.931	167.194
85	162.931	166.169
86	161.368	164.959
87	161.308	164.004
88	160.065	163.439
89	158.955	162.549
90	158.856	162.086
91	158.615	161.349
92	157.554	160.625
93	156.638	160.066
94	156.638	159.002
95	156.315	158.361
96	155.935	157.56
97	154.523	157.187
98	152.039	156.574
99	152.039	156.054
100	150.928	155.813
101	150.928	154.408
102	149.473	154.15
103	149.407	152.871
104	148.345	151.521
105	148.332	150.411
106	146.407	149.616
107	145.044	149.042
108	143.657	148.422
109	143.657	147.795
110	141.878	146.81
111	141.878	145.936
112	140.78	144.738
113	139.98	143.882
114	139.98	143.265
115	139.808	142.51
116	139.808	142.015
117	138.254	141.025
118	136.561	140.093
119	136.236	139.5
120	136.236	138.914
121	136.065	137.797
122	131.156	137.023
123	130.69	136.429
124	130.518	135.523
125	129.456	134.349
126	128.412	133.649
127	128.412	132.991
128	127.945	131.425
129	127.804	130.5
130	126.712	129.851
131	126.712	129.485
132	126.365	129.336
133	126.193	128.497
134	126.124	128.106
135	125.535	127.481
136	124.713	126.903
137	124.869	126.492
138	124.51	125.916
139	124.321	125.46
