#   N_BLOCK:  ACCEPTANCE:
1	0.472
2	0.499
3	0.505
4	0.522
5	0.536
6	0.493
7	0.505
8	0.497
9	0.513
10	0.497
11	0.539
12	0.518
13	0.477
14	0.507
15	0.506
16	0.527
17	0.479
18	0.524
19	0.525
20	0.507
21	0.502
22	0.48
23	0.506
24	0.514
25	0.503
26	0.499
27	0.526
28	0.508
29	0.471
30	0.499
31	0.482
32	0.481
33	0.51
34	0.501
35	0.496
36	0.469
37	0.529
38	0.529
39	0.503
40	0.499
41	0.532
42	0.503
43	0.534
44	0.498
45	0.498
46	0.507
47	0.518
48	0.487
49	0.497
50	0.503
51	0.522
52	0.498
53	0.502
54	0.519
55	0.504
56	0.498
57	0.484
58	0.52
59	0.494
60	0.473
61	0.477
62	0.511
63	0.508
64	0.514
65	0.49
66	0.532
67	0.493
68	0.515
69	0.534
70	0.489
71	0.503
72	0.487
73	0.497
74	0.49
75	0.505
76	0.502
77	0.494
78	0.506
79	0.491
80	0.522
81	0.469
82	0.474
83	0.534
84	0.518
85	0.53
86	0.51
87	0.49
88	0.501
89	0.521
90	0.511
91	0.509
92	0.497
93	0.519
94	0.514
95	0.511
96	0.463
97	0.508
98	0.493
99	0.493
100	0.507
