# T		mu		sigma		H		err
2		0.0557236		1.24376		0.0189408		0.0215285
1.98		0.16865		0.716967		0.0104146		0.00664511
1.9602		1.20932		0.406889		0.539286		0.0083234
1.9406		0.403079		1.33203		0.577152		0.0436957
1.92119		1.21227		0.747856		0.694525		0.0245389
1.90198		0.152536		0.764638		-0.075704		0.00606216
1.88296		0.0277455		0.925409		-0.225588		0.00520375
1.86413		0.650585		0.990071		-0.115772		0.0148773
1.84549		0.171649		1.14572		-0.160614		0.0142415
1.82703		0.00879285		1.50319		1.02698		0.054035
1.80876		0.302734		1.36098		0.466754		0.0319298
1.79068		0.570388		0.833079		-0.289222		0.00714875
1.77277		0.0754658		0.416632		1.22814		0.0150018
1.75504		0.107885		1.1308		-0.178244		0.0167135
1.73749		1.11343		0.594526		-0.0205841		0.0096792
1.72012		0.351243		1.35232		0.555779		0.0468086
1.70292		1.1814		0.525277		0.183451		0.0083513
1.68589		1.14902		0.852578		0.770695		0.0296849
1.66903		0.227843		1.46868		1.02823		0.0627541
1.65234		0.401025		1.28683		0.387903		0.0311381
1.63581		0.753472		0.354768		0.785709		0.0182427
1.61946		1.08725		0.667007		-0.0149066		0.0106821
1.60326		0.184707		1.00942		-0.233404		0.0085435
1.58723		0.544893		0.726143		-0.286605		0.00402459
1.57136		0.786893		1.15063		0.610148		0.038744
1.55564		1.14054		0.380638		0.585048		0.0112268
1.54009		0.452011		0.725256		-0.216154		0.0048477
1.52469		0.373576		0.426455		0.336483		0.00765676
1.50944		0.235057		1.0072		-0.236177		0.00919713
1.49434		0.629876		0.819615		-0.294286		0.00760124
1.4794		0.932869		0.795697		-0.124937		0.0141003
1.46461		0.961161		0.877625		0.159776		0.025107
1.44996		0.818497		1.55247		3.58849		0.132072
1.43546		1.43083		0.300491		2.27181		0.0218832
1.42111		1.33133		0.423773		0.856253		0.00987206
1.4069		0.311097		0.511817		0.296809		0.00796024
1.39283		1.11644		0.812661		0.459044		0.0228094
1.3789		0.504595		0.637899		-0.201149		0.00482043
1.36511		0.572309		1.45492		1.5581		0.0653571
1.35146		0.00869048		1.79257		3.53308		0.127011
1.33794		0.265346		1.22468		-0.000538857		0.0181177
1.32456		1.15862		0.809765		0.664312		0.0246822
1.31132		0.173728		1.51951		1.26479		0.0581457
1.29821		0.852938		1.06902		0.468661		0.0341964
1.28522		0.175531		0.267814		2.19024		0.0204072
1.27237		0.660621		0.875057		-0.263732		0.00818708
1.25965		0.650681		0.381721		0.374168		0.0156824
1.24705		0.296226		0.895041		-0.241783		0.00617184
1.23458		0.744554		1.06346		0.152166		0.0271613
1.22223		0.233714		1.19911		-0.0528275		0.0198211
1.21001		0.753279		1.09171		0.26823		0.0288759
1.19791		0.60007		0.856943		-0.287954		0.00777285
1.18593		0.340155		0.63825		0.0101508		0.00628558
1.17407		0.358865		0.743538		-0.153386		0.00493746
1.16233		0.122393		1.46443		0.968636		0.065511
1.15071		0.951172		0.861141		0.0626487		0.0199528
1.1392		0.621535		1.65632		3.53083		0.117036
1.12781		0.184326		0.757043		-0.078458		0.00661623
1.11653		1.1824		0.614361		0.234251		0.0119224
1.10537		0.493384		0.715303		-0.244471		0.00389448
1.09431		0.803002		0.677312		-0.418847		0.00374619
1.08337		0.0666416		1.12377		-0.186808		0.00969682
1.07254		0.719818		0.367219		0.571698		0.0139832
1.06181		0.433098		0.294474		1.15739		0.023489
1.05119		0.487197		0.723695		-0.235445		0.0042679
